second_max,Speed_mean,net_acc_max,net_gyro_max,roll_mean,yaw_mean,pitch_mean,No_of_Years_driving_exp,driver_rating,driver_age,car_age,gender
855.2,6.802436288904421,12.750295498183437,0.6484509327603973,44.44166559564768,25.22387835216759,-0.7021243184442549,13.5,3.16,49.0,26.9,0
880.4,6.026058920531268,13.050713117884635,1.2642970414325898,28.589424149218512,12.831106031528842,1.0189583002256426,13.0,3.9900002,47.9,22.0,0
875.5,8.48246353166102,12.920682265834191,0.9157263634521486,-2.22753494700338,-6.314926809479978,-2.3504897825947446,16.4,3.5,48.7,24.3,0
897.3,8.887549123611468,13.419383383832661,0.7748961151470178,59.60098108034428,10.00918956304046,0.052174105536149075,14.8,3.47,49.2,23.6,0
991.8,8.615441828412688,12.876640492092466,0.9590900378016409,12.50877734391789,12.520863998128842,1.542411451458138,13.9,3.4900002,48.4,25.1,1
1087.6,10.317850335405023,12.28804444853218,4.505305960999708,26.54895552903154,3.3229332511457166,0.9465288998473556,14.1,3.7599998,48.8,19.5,0
970.3,9.333347962859527,13.146540681553068,0.7502810416888857,41.85990731705595,22.053084272185863,1.7152849445204068,14.4,3.6599998,46.2,21.5,1
985.7,9.092826339208326,13.245169088754759,1.0154998045854797,38.450136795768664,14.408030186717246,-0.2209672150820617,16.1,3.53,48.6,24.2,1
809.5,6.561541296624353,12.630552864715359,0.7103111378914874,32.94147829084494,2.421931751013034,-0.9731566242829246,14.5,3.4599998,49.3,22.1,0
1051.5,7.241519679803796,13.047377317358947,1.5104011670528608,40.90021542590259,15.864292907394233,2.335767905580187,16.0,3.77,47.3,23.1,0
862.5,9.903616210882308,13.049930981969473,1.1258127638068895,59.88427826741152,25.79814689494567,1.5480483629955508,13.2,3.89,49.7,19.4,1
820.5,8.743261003591119,12.923518068103652,0.5242943277248255,75.88681626271752,34.119515919770116,0.4174680417623001,16.2,3.3799999,46.9,21.2,0
750.9,6.24050007079204,12.287108710569642,0.872950303919658,44.29932943343637,3.1098128984558615,-0.3602425283142685,12.0,3.2900002,49.4,17.6,1
953.0,8.690314706170344,13.803536812327522,1.3409692024949862,28.218156704171633,3.948328204477369,0.5671413676869519,14.1,3.35,47.1,21.0,0
749.5,8.488482835868142,13.43402261942829,0.8099759342248978,28.763319989166042,21.65242595235999,-0.18663420578113574,16.9,3.64,47.3,20.0,1
955.9,8.638099085871792,13.402658232441372,0.8521677968450956,32.6193766431829,1.3537716428680497,1.773681445229671,16.2,3.2099998,47.8,21.1,0
1003.8,7.4762029021728225,14.172417051967201,0.7532675229852946,32.38961234760107,-6.659611265844146,1.4836657802969588,13.3,3.6199996,47.1,25.6,1
597.8,8.185693142873099,12.560442247566039,0.5671690575337712,24.59776320472987,-1.2614982216110788,1.059810986719318,13.9,3.9099998,48.0,22.4,0
839.2,6.753318471254185,13.389323151754969,0.7284389583383509,42.27219680298487,22.368770204119432,1.3378625818171397,15.7,3.89,44.4,22.9,1
958.9,8.935641986396474,13.140443318712414,1.2349253393340571,41.267405154077,20.007089237314453,1.4214191320776368,16.3,3.48,47.6,18.5,1
697.9,8.106475916374041,15.059905839966527,0.8126968093975091,53.83379337228333,24.20390113395996,1.2374809574297225,12.1,3.98,47.3,20.5,0
684.3,8.864460151622907,12.99836277894104,0.6762126306047604,15.883070939137866,13.972267265381769,-0.07306854730371193,14.6,3.27,48.8,25.7,0
1070.1,7.857097836741987,13.023932478644682,0.862423027525721,76.32622187706981,9.013727930015708,-0.0444587747205369,16.0,3.8,47.5,18.7,1
948.7,6.141127803352071,12.929714464609782,0.6530574183235265,42.54315129541387,21.47526304194819,-0.0256396901194889,16.7,3.45,46.9,23.4,1
994.7,10.084417510414806,13.05818201955906,0.7651063680456429,12.699157476476946,15.909468802047394,5.0809903964763645,13.7,3.73,48.6,27.7,1
877.9,9.455169370612238,12.441162017631148,2.684863349655573,39.46382110468168,11.659230039174373,0.24427582685736896,14.1,3.5,48.6,21.6,0
907.7,8.840833555931079,13.519256931407913,0.5905289180301146,78.3813885061418,1.2447447710496369,1.974818207212166,15.4,3.44,47.1,21.1,0
944.2,9.063151175740376,13.448296217882994,1.063381701254479,55.963769795147485,7.657976883637784,4.397202042116795,13.8,3.53,48.7,21.3,0
895.0,6.8131778979449225,13.241160505399517,0.8780734219847119,43.71449067819367,22.131206456470778,-0.3473214412570985,14.4,4.0099998,46.3,20.7,1
1199.3,8.826560410076905,12.518812811248766,0.8279772013657348,15.039209422998573,2.427541568578043,-0.5077369439414453,15.4,3.6299999,48.2,20.6,0
1143.3,8.804923775041459,13.303895386402445,0.9074894413616388,28.687887026911074,9.668568104044805,-0.3205435625662689,16.9,3.67,49.5,23.9,0
910.7,9.500840239761,13.070473784931874,0.8033200099257929,45.97891558738685,3.3277182821791245,1.0800154409971672,11.0,3.58,47.7,23.9,0
1003.5,8.19396787732489,14.880424664282112,1.315609818334532,1.1193122239067292,13.20919969466388,-2.6446515442950154,15.4,3.7900002,48.7,19.5,1
899.1,9.564367961637158,12.648280975932098,0.8894067287276929,15.316503572363425,10.227503639332564,-1.609138990152483,16.7,3.36,47.7,26.4,0
846.9,6.76903830931308,13.470534528229962,1.0195333102462305,60.019546372163916,-2.9674835593707733,0.17599927846818963,15.2,3.56,49.6,28.3,0
877.4,8.200900984104447,12.871346826779112,0.621942575021066,40.84794314034322,17.114852067610443,0.9122484174795114,13.9,3.7400002,49.6,26.9,0
779.6,5.327438567339142,11.884486972277783,0.5027920434405764,60.59720983461498,18.709261640774212,-1.263117219104893,15.8,3.7099998,47.7,22.0,1
881.3,10.561655458246976,13.754759003338886,1.3587605659831903,34.07297569333957,-1.4193230273198119,-0.1527409998410681,16.0,3.69,49.1,24.9,1
1033.5,8.420364803307583,12.949574403171422,0.663700053514027,66.95667574016082,0.27094984714293985,2.082845892933934,15.6,3.8799999,47.8,18.6,1
568.0,8.339652631321368,12.156952075337145,1.1661796331870609,38.762838117767345,-3.3108067504770893,-1.6160162120419082,13.2,3.1200001,46.6,22.1,1
1212.7,9.425342564801255,13.655403708451866,0.7649241319993882,34.35241592615243,-4.692279715831108,0.43229420604941,14.8,3.22,48.5,24.4,1
1207.7,7.408103562427631,13.752514202474256,0.8337974284937919,48.32800533639693,7.759204900187598,0.9939494409412213,14.8,3.7900002,47.4,27.5,1
736.2,8.483157730029353,13.012229555785291,1.0052932409136415,31.08205108158426,1.5584052896664429,0.4106471282142616,14.1,3.65,48.5,21.1,0
1059.1,8.22497621598275,13.136423947707438,1.5238077025330214,27.393392878181338,10.209321017152678,2.7088512000221914,13.4,3.8,47.8,24.0,1
1047.2,6.791605948037602,12.905640118142234,1.0933891900378676,35.0884081446639,18.03781313665633,0.3184085583515164,14.0,3.7099998,47.4,22.4,0
1350.6,9.465078952991865,12.860437941262012,0.6260983758907998,29.270753631294337,7.720075501418234,2.066289327534826,18.2,3.9599998,49.0,17.3,0
914.0,8.134990652060626,12.584811030845032,0.845845058525413,13.55699985661594,10.274554160932931,0.7554837733233313,18.0,3.45,47.5,22.6,1
583.5,5.759173613924856,12.594654389442901,2.5031582057534494,18.58509717610856,2.6792307451635837,-2.5853556540219484,16.3,4.04,49.6,21.8,0
827.0,8.653585229012213,12.275466898435496,0.7943446715259711,55.10093397874304,17.333327743231045,-1.1854917439445836,14.6,3.5400002,47.1,20.9,0
921.5,10.139813881644335,13.799225226614402,0.9600427641234809,46.89331851237611,17.849694172120792,-0.4061616655243435,15.2,3.8400002,47.5,26.5,1
784.3,8.518026372019719,12.916909379447825,0.5857833917151709,16.39905769686215,14.554782080277523,1.5581642146015642,14.2,3.25,49.8,21.5,0
999.6,9.98446126545261,12.907065555615375,0.7200595046593357,7.539772632578789,0.6894905497748148,6.500797445446834,18.0,3.6299999,47.4,18.8,1
761.9,6.7631776873748155,12.587023952567225,0.6162024441509528,47.815633100343,8.866344962169867,-2.3110772202774386,11.9,3.45,47.1,24.7,1
983.6,8.763614277117956,14.665020273754497,1.2798094544691083,22.94919665633143,18.119801862102534,6.970754882054874,14.3,3.67,48.5,22.7,0
943.5,7.501255472763925,13.011349909773438,0.8372808236894491,28.808729932570582,2.443419035161342,0.7219055399640986,16.4,3.27,48.7,26.1,0
820.6,10.261252812240224,13.890017849738916,0.6225721432037372,31.069727719064502,5.8301804306309855,0.8573772450418857,16.1,4.1099997,47.5,20.8,1
747.8,7.640003355684203,12.35964344749053,0.512595051487151,41.16515710286906,15.389024300137837,-0.029347490087296046,15.3,3.04,50.8,21.1,1
680.5,8.290794706191381,12.045292669539988,0.617826174645896,14.775439493186516,10.382468704571092,0.7457034889738609,16.4,3.55,46.9,25.0,1
931.8,6.066923166674264,13.188524286765618,1.1889540224249697,72.88612531546366,26.921447343829726,1.0017715370119746,15.4,3.9299998,48.1,22.7,1
896.2,7.78466427351606,12.474236354349529,1.691443568739888,47.477888119387295,-2.0480904294595983,-1.9783979227102098,16.0,3.8,47.6,28.9,0
1082.3,8.215272527241542,12.520877160931184,0.7223239586663801,46.10261660140964,5.41762453689436,0.7946644571358428,15.8,3.3,50.2,24.0,1
835.6,10.48514039113932,13.466955798930542,0.7638254944661058,41.600999467382586,19.02936872786891,3.427531475970832,17.7,3.5700002,47.3,23.7,1
1261.9,10.592112045670778,13.355480368477354,1.303729643886414,66.78146530148835,12.172871095580783,0.08338180431102664,16.0,3.5400002,46.1,23.3,1
689.7,6.415567562664615,12.761339529945975,0.7117783210684931,22.279804938112314,16.697380440549075,-11.307099500563666,11.7,3.47,47.3,20.0,0
842.6,7.477510669320923,13.695107930256848,0.7316218162520765,26.72660466445162,22.53738068398393,1.5456853303296312,13.2,3.69,49.3,24.3,1
776.8,8.183579429235206,12.608436729164936,4.224001457368007,40.471349715226815,10.27571298288943,-1.600079546395791,15.1,3.72,50.2,24.3,0
654.0,12.745450928027097,12.973805756590096,0.9105860163320625,58.53003202142031,24.32643704533985,1.333800849903239,14.9,3.4299998,47.3,23.6,0
748.7,8.234468735308793,13.006763570729325,0.7982206683299062,-23.262297445126627,7.668529244260983,-0.20661968725981233,13.6,3.9900002,49.8,25.0,0
988.1,8.49267255002776,12.606965857144367,1.0562268769156495,8.13061040345225,-6.746182198817346,-0.44198365850527777,15.5,3.65,48.4,22.3,1
1009.8,8.49594803499545,13.400005560083756,1.0700534853907337,21.723141251128062,4.200980608024415,-0.39675238492521026,13.2,3.1399999,48.7,20.3,1
786.1,8.129119431322973,12.841346531078122,0.6830760554925328,25.639698097115645,21.597330454997582,1.6201081872013945,11.9,3.6299999,49.3,25.9,1
956.6,8.15079508989853,13.08761387027568,1.7438191629151347,66.84867853877503,27.134063537505305,0.36425891070082994,12.6,3.31,47.3,23.0,0
1024.3,8.74118275861989,13.87513401581353,0.8830405044448432,59.097880509853766,18.423675076930035,0.6510285341081856,16.8,3.58,50.4,23.1,0
983.4,9.212904940529107,13.273808359094975,0.8832354891288988,29.72496856555001,-4.618959775298649,-0.18554926789457019,13.0,3.65,49.3,21.7,1
869.8,10.268028173616463,13.379406098236846,0.568000630982066,68.28969986562947,-1.065883985994168,-6.101224759429597,14.3,3.4299998,49.2,21.6,1
1085.3,8.945861709618672,13.836643541378612,1.2541536220515783,48.57188115586953,6.859330350524526,-0.36646174780959784,14.3,3.5900002,47.6,19.5,1
974.0,7.725657157711366,12.8415485320681,1.0057868577056772,6.349300442427518,-15.311988623130025,2.0670909417629906,16.4,3.77,49.7,21.6,0
770.3,7.786862136699371,12.966968563035604,1.109559592133216,40.27457221923146,19.924160443005096,-0.024396878285694878,15.9,3.36,47.1,24.1,1
804.9,7.120870966941263,12.592732251291554,1.4459960487966848,12.803275767921258,15.10818149957176,0.2801860660254554,16.9,3.2099998,47.8,21.2,1
801.9,7.436367199844786,13.159500301282884,0.8000398006510254,31.04758088511151,3.217664943979462,0.796740266215732,14.7,2.9299998,45.6,20.8,0
950.9,6.451020296330682,12.217572375497554,0.5886976046588103,40.203125272948924,10.125187725331017,-1.0394624950582299,15.4,3.04,49.7,22.8,1
1038.5,10.929556433259696,12.634706163301285,0.9952200446882316,59.7460203120008,21.983986662423334,1.2200010558038443,14.7,3.95,48.4,25.1,0
1445.8,9.507657677120049,14.461654591503455,2.088218557528561,71.3068400518543,13.197077502140697,0.3288342635330329,15.1,3.7900002,49.0,21.7,1
691.6,10.413703140006643,14.380234731697325,1.02438375988419,41.06012288736055,19.607266809943905,0.12681112824645507,15.1,3.3400002,47.9,22.1,1
1057.3,7.429136196529207,13.25439679147062,0.9727722271283545,48.598733350691916,21.118176744289936,1.3741867165377355,17.8,3.23,47.9,25.7,1
894.3,7.742751823398014,12.309418888125517,2.4776342551822728,51.41164426634801,23.187730743306226,0.8198108179796517,16.1,3.2900002,47.1,28.1,0
714.1,8.78409208290788,12.372970221247206,0.7011402744484366,44.45532808585951,6.31183474149115,1.554254384493854,15.3,3.05,48.9,19.5,1
1010.3,7.720008492084152,13.029439104316106,1.1103437448999667,43.19222001452527,22.962788384945327,-0.058294331291076154,16.3,3.92,48.0,20.1,0
979.2,6.584457979934497,13.966263540305984,2.5497582092125777,53.158587615888905,22.270947071697574,1.4603821598389466,15.3,4.06,48.0,21.6,1
851.3,11.340693607949525,12.318245014288173,0.5213896207440383,55.874403318516315,32.695276520738716,0.6566644682034221,13.4,3.0300002,48.5,24.8,1
826.3,8.911099025828358,12.920899040869974,0.6788269113747234,57.22509299334895,17.739085910762153,-0.11109845666460663,15.7,3.7400002,47.3,27.9,1
1189.2,11.03462414146895,12.981918266378932,0.7927024116043471,60.1336217050095,5.541488744198638,0.2798953380956924,15.7,3.45,48.6,18.1,0
1025.0,7.631847806761799,13.119874498721325,0.6901927142439355,38.877053313938276,24.63725041958022,0.9565655834975642,11.8,3.45,49.1,20.0,0
1024.4,10.07483573782152,13.321299747281808,0.8726717135252219,33.63240284895983,-1.4345498473868075,1.1727504029511995,17.7,3.8799999,47.5,27.6,0
1011.0,8.627461844254784,14.486336947313953,0.952929210635444,49.85474310194114,11.742112977209795,0.5930504817129758,18.3,3.39,48.5,22.3,1
740.2,7.158950344835821,12.690275862933145,0.5240973140026223,25.570936589261045,-3.539576389413991,0.6811868800700506,13.7,3.16,46.8,27.2,1
553.8,6.123142070756254,12.997284563125273,0.7098385144767264,54.788548831144816,12.667154183759166,1.4747637588115812,17.9,3.7,49.3,21.9,0
929.1,8.531772649414764,13.317878560039839,0.6985953352678449,41.70303283881554,22.860150122099412,1.2692381244581281,16.2,3.4,49.2,27.4,0
685.8,6.618786158695931,13.008222355269027,0.7966998446793025,15.354468373369986,1.2278733811482616,1.048043984203562,11.7,3.27,46.7,20.8,1
691.1,6.624619948112733,12.64698759333925,0.7757508910844885,41.5551541291156,8.617643111379525,1.0513010379424075,11.2,3.9299998,45.7,20.5,1
1045.6,8.720465026567824,12.852405055713328,0.5982139303662023,30.272185743688066,3.2797649778613014,1.2241105271846606,12.8,3.56,48.2,23.2,1
933.3,8.6179138211126,13.319235124275888,1.141518539660068,47.734356533503046,26.38196610819019,0.623867556188372,12.7,3.5099998,48.5,22.5,0
875.8,8.048828423465043,12.42263023561973,0.8164840009463525,45.018951584089805,-1.76989333790238,-1.7550240647906243,16.1,4.33,48.4,23.9,1
1216.3,8.22375415988208,12.569377504640125,0.8663852477354155,26.283651287773637,5.071312642075805,1.8407405549989775,18.2,3.64,47.2,24.7,0
937.1,10.02254905459177,12.227569992913184,1.0250050754015168,38.72756141162686,27.819791116316015,-1.7699312966443372,14.2,3.4900002,49.6,24.7,0
865.4,7.409699809643844,13.054373323249905,1.062004039375719,58.49679219388126,14.420038068874408,0.562558030771137,14.5,3.1,48.6,23.2,1
836.8,9.150984108048402,13.128289268623632,2.093430589097325,17.006432180944568,-10.343575166358882,0.7987272545327666,17.2,3.92,48.2,21.0,1
966.4,8.008844965681805,12.804311253638492,0.8306893983803416,29.531402155167335,12.57226443971511,0.9362144997883128,14.3,3.98,49.1,26.4,1
1143.6,7.700899008658472,13.455598534901828,1.0245709277926474,45.27585276696017,10.854460053000135,-0.406678540949036,17.2,3.81,49.7,22.6,0
824.8,10.277480502134743,12.857590227346497,0.6521251700454275,22.12260501803384,11.442883976556764,7.2764243508627455,15.7,3.3200002,47.1,21.0,0
888.0,7.470583081764663,13.605388386568919,0.8729934869878967,47.246735706724046,-2.159983787161802,1.2618101171742808,16.8,3.65,48.9,23.9,0
714.3,6.463078658326458,12.748101015244881,0.5782308588002778,59.74093097328362,22.664393555740837,1.6588709428192931,14.8,3.4,48.5,21.8,0
1024.6,8.293351172443561,13.111280730210362,0.689871711647962,39.11899549649352,2.5990379749198618,1.385720277573705,14.2,3.2600002,48.2,30.3,0
882.3,8.10508874917613,12.71259372062967,0.748246695446676,40.05186446455995,27.811295279540627,-0.5258178784188343,17.7,3.48,47.2,21.6,1
1048.0,8.875268385876405,12.965111963266356,0.7853439531840891,45.91482615618998,17.653667715059083,1.5481691633258072,13.1,3.23,49.5,29.7,0
893.3,9.125811067435563,12.831083797658488,1.272322895203596,28.217805187039744,-3.0447151960220653,-1.1198853773412139,18.3,3.6899998,47.4,19.4,1
875.1,8.066812543435399,13.42881874410396,1.225976085758412,32.144150032111654,6.3321846519670855,-0.799310753451976,16.5,3.5700002,47.1,20.0,0
895.5,7.975084336641272,13.12641147294874,2.0007795616781143,27.393636067341696,12.78839477553793,0.08274169604174998,17.9,4.19,45.8,24.4,1
935.3,6.9913612171374355,12.480317852745024,2.0093071498691844,38.45370066925752,13.15078758489761,0.6879671230516315,10.8,3.47,47.0,26.5,1
981.5,8.209110404260965,12.822659463083388,0.632113576173378,78.66611469050873,24.580629921384023,0.3459905720250859,13.8,3.8,46.7,22.2,1
703.6,7.0389877088378086,12.757613892992065,0.7083800221666741,42.629507908539466,25.349788986227885,2.264396864377639,16.7,3.8400002,47.1,26.7,0
882.5,8.004878811004383,12.85639945589181,0.6266735249415396,24.162446872806708,16.59818356375256,0.4671223302073549,15.3,4.06,45.8,28.3,1
849.9,7.925951489474675,13.304611368403874,1.6677859309087766,73.4326543321464,3.961494686555169,0.4405778882971269,15.9,3.28,49.1,24.3,1
518.1,5.308282992750195,12.99534452520174,1.9776698926413825,72.09278392747908,11.125936177229415,0.07205885342255089,9.8,3.39,46.3,24.9,0
914.3,7.4139435024206275,12.775662110378498,1.000090354962005,8.203652073492373,-10.83600851299847,0.4180401515969626,14.3,3.92,49.0,27.3,0
786.7,7.0443632775459095,13.018828810623841,1.1001099655175042,56.39342175764301,12.60726317717168,0.45066204367949164,15.5,3.7,47.6,20.3,1
1036.6,8.333734478266402,12.655179688973828,0.7967694863090209,10.197836067083134,7.212658807185609,-0.273085175728862,14.8,3.58,47.0,23.2,0
841.2,7.531715115369282,13.001328361438652,0.6326013823925525,26.68755017198108,14.460376606912797,0.9901077498322204,13.3,3.3,47.1,24.1,0
1009.5,10.162667775196445,12.512258425190847,0.7301780845290446,16.88788793398869,4.471248502433017,0.15711943512521417,13.6,3.5,48.8,19.9,1
911.1,7.931011054856763,12.697004356906193,0.6898572773691796,72.04633186601757,19.79965110706082,-1.689864859364818,11.8,3.6200001,48.5,21.2,1
1132.8,9.015877553022944,15.747120197964852,0.9735212981933014,67.44781149938936,11.52454155460104,-0.6933072819616444,13.1,3.64,48.8,19.3,1
671.3,7.756987860212158,12.576238240153083,0.7658923962962217,56.13717808547947,15.414328203267434,1.2421428007300084,11.3,3.7,45.5,31.9,0
1036.2,8.536487497077914,13.308673030827961,1.1861732379636512,17.58421464242168,28.64996767169122,0.5005995313217522,16.4,3.65,48.8,23.7,1
850.6,7.558253748908692,12.51879997218955,1.2105086149386393,31.850600851763083,-2.200617558792654,-2.5074993112618698,10.4,3.27,47.6,21.1,0
1077.4,7.512791232014548,14.639639367052775,1.063389422606257,53.15903687705876,15.436568206637181,-0.09485038862760313,14.4,3.4900002,46.9,20.5,0
851.3,8.104640715813867,12.48457701593397,0.7567684769715909,76.0145619055123,25.597410261107502,2.109274296172501,11.2,3.27,48.9,24.5,1
1044.5,8.083497447664934,13.319458245126764,0.6868396221851261,12.30895357445918,4.895630670935807,0.5874114396617414,13.8,3.45,48.8,26.2,1
762.9,7.955528390261082,13.173651724803515,0.8076546183359697,29.493368376280888,-11.290156091810893,0.400758203765197,11.7,3.7400002,49.6,26.0,1
1143.2,6.198482628511245,12.76593148465425,0.7153342260266176,60.035568550134165,0.99988123975726,0.8611214888050915,19.0,3.2099998,47.5,22.1,0
869.1,6.275696257322281,13.869061626553059,1.4214073724442273,25.599790754418542,4.039117429625514,-0.24441295967965487,17.0,3.22,47.9,23.2,1
582.0,8.810784465956004,12.365866882150229,0.6435506505583859,32.50888881365065,6.851014710025512,0.4275050270511054,13.4,3.4299998,47.9,23.2,1
976.3,8.571405034467402,13.37036164201167,0.8284666101217792,19.433985891991647,-15.565145537413292,-0.34949114516095864,14.2,3.4299998,47.8,23.1,1
1027.6,10.642716507941937,12.86377811894416,0.9394957398591892,45.848882087756046,13.572308210508746,-2.044914225824731,11.7,4.02,46.9,22.8,0
1427.9,8.866361891612536,12.539568989020788,0.6169455447074459,40.637312364470816,19.088508566427432,-6.9952607990289355,13.9,3.55,48.2,23.4,0
732.9,6.308188181955244,13.383165936732976,1.7992772787420386,14.258412615322083,14.809252239094608,-1.12485934287505,15.5,3.75,46.9,21.9,1
995.6,7.514857973985629,13.781585477185654,1.0468897882748704,53.97138152425582,23.118380572875413,1.8641794279207324,19.8,3.9299998,48.0,21.2,0
771.1,7.328347754253018,12.962478399763887,0.5723394476401487,46.414733014851,4.170911571485916,-0.5684800586961825,15.0,3.25,49.5,20.3,0
926.3,8.429431003013688,14.533473952961202,1.2978665387935553,10.949887896464183,11.347624279917309,1.0080457051357032,15.3,3.85,47.9,21.3,1
1025.1,7.105283688293842,13.793275525739285,1.1596707343256194,23.727134757882627,12.024325682832044,-0.5471861037023811,13.8,3.3400002,48.5,20.7,1
789.8,8.134358990955487,12.909577902808257,0.8304424472464291,75.415779337835,-0.6394449412245755,1.172219813029516,18.2,3.2599998,49.2,22.1,1
882.0,9.662118585880147,13.363260440038852,0.7144496290831472,30.859447675336448,11.16470871663626,-0.6567313796473548,14.2,3.2900002,47.5,22.1,1
802.2,6.842426792240124,12.832467134756778,0.8979346139569104,43.96137265672218,2.863700467328102,0.3798298483902055,14.2,3.69,50.0,23.8,1
923.2,7.31629543494166,12.761783289739629,1.034176556713029,47.69177902810884,13.99128298308519,-0.9342817589450279,15.7,3.8700001,47.1,22.3,1
938.3,7.761618818535268,13.233981560483144,0.6312292210919588,18.07603925814011,3.7557277316285322,0.0832325569079474,13.2,3.55,46.2,24.6,1
838.8,6.94485927173182,12.796178690672688,0.6307435733332089,53.52459270918877,19.036736683429698,-0.1696361311105966,15.8,3.89,47.4,22.3,1
1055.1,8.688007851752516,13.672671246142382,0.6538877179582784,19.060301679814604,-7.00323057544459,0.6944609916953277,12.5,3.85,46.3,20.1,0
807.4,9.619316185488255,12.738529795966155,1.2378332110478476,21.06941137635752,10.42663562864087,1.5075987177556631,13.0,3.7599998,48.0,27.1,1
1009.7,7.3836657782859,12.968136229557345,1.5300385249540465,54.592556792404494,16.053534784200757,9.980960204815538,14.4,3.3799999,48.7,24.7,1
1162.4,10.171257596466315,13.435542757016247,1.125935863920642,57.23146146950878,25.464332974989617,0.9533878740568202,16.4,3.81,48.9,22.0,0
614.2,8.784108825319894,13.003751832820015,1.3662311426582776,37.601856147568505,5.425726370764634,-1.4110618108185582,15.4,3.2599998,47.0,20.5,1
1004.2,7.902643361566218,13.59695796303123,0.761967065628436,45.40197954588373,14.95305703435776,0.802389690306043,15.2,3.48,49.1,22.5,1
939.7,9.123435172691305,12.919696728495747,0.45607246243085414,57.99625149037399,13.719126171007446,0.38038405199035896,14.0,2.78,48.7,21.7,0
698.2,7.880283496543595,13.276920817895274,0.7270417917853995,27.041315255914252,14.931910626765042,1.4880972867919404,17.5,3.56,49.1,20.7,0
915.1,9.539542953159685,12.779236009540558,0.5885514656321265,60.465982739871336,12.876660724980832,-0.9569156083980918,15.6,3.58,47.1,24.4,1
942.9,9.420355672157866,13.880585817295108,0.8598896111094947,60.290824481801124,25.53039874303615,0.8988020991507877,16.4,4.2,46.9,20.5,0
805.2,10.583632810459477,13.177490048026709,0.765804224474412,41.89873813826944,13.974743828498655,0.8943847471592932,16.5,4.0099998,47.9,21.6,0
1036.9,10.203493448751631,14.786246100917282,1.255873394353226,50.39635951662707,21.857957461229603,0.17053112236624995,11.8,3.2,49.9,19.3,0
873.8,7.956655597025001,12.93029037783146,1.2237212845582057,42.33779789549324,19.822485436438363,0.20857710952079983,10.9,3.8200002,48.9,26.3,1
1012.2,9.60700008073078,12.202225070171952,2.5950207438820674,16.4938325591121,-18.948888239228424,1.0497556977665181,16.3,3.94,46.6,26.4,1
817.5,8.706079382840134,13.280348845322447,0.6421712153333952,36.43185792681463,11.013157890388381,-4.360170841655343,15.3,3.44,46.9,22.7,1
934.0,10.193766439953054,12.36017231763742,0.6827657262977678,45.045745909767334,8.398295701614945,-0.018339379929973032,16.6,3.61,48.8,24.5,0
789.7,7.235738673326575,13.166285903886328,0.6054812699206115,68.38244402035203,34.32658839275474,1.566040438702182,14.6,3.9099998,50.5,27.2,0
722.1,9.752494914135292,13.57156241944746,0.8335559779917958,40.288545100915954,13.717596692662095,-2.710261402255844,14.4,3.73,48.5,26.9,0
816.4,7.3399116403329785,13.034882418123834,0.9259901290667854,37.84595890054866,5.485239127996995,7.880215056665017,14.4,3.6,48.9,23.2,0
1101.5,9.67371270937782,13.140038239585817,0.6188459768003225,59.074639419475226,-3.683420253856837,4.895058965613317,14.6,3.85,47.7,28.9,1
1018.3,10.969084650097102,12.99701256113887,1.2765234856860965,44.82288955085666,18.450941498739486,1.0622721777629747,15.6,3.75,50.2,20.7,1
1047.5,10.162334333691263,13.796783834923366,0.993952543532598,49.86845495678729,14.860641846910477,0.7036571660153059,18.1,3.48,47.9,22.8,0
837.6,9.222444287350452,13.499223860357265,0.6254012084048876,-1.750530104245246,-2.3007200782719144,-0.9686398152611535,15.6,3.6599998,49.7,26.3,0
738.1,7.468519108580919,15.466135066865096,0.9956146401829009,34.06830706845312,15.92841147224259,0.4276300145658567,17.7,3.6799998,47.9,20.6,0
763.6,9.624032530647678,13.417531829685657,0.9189384775689893,46.38124088835255,13.401680552800855,0.28981633228502884,17.0,3.64,46.7,23.1,0
838.1,9.166261197255825,14.132336949319296,0.8831992744195041,74.19213481649739,25.141886792492052,0.027222350060540457,12.5,3.45,46.0,21.6,1
1180.9,8.735375982688705,13.99672362484873,0.6392717176739487,48.5354754036969,11.35765177583142,0.015402812627227647,15.1,3.09,47.4,23.7,1
783.1,7.685578566252724,13.298945585014303,1.7439964716791352,35.54196230731925,20.920703666581648,-2.3643895230786462,16.8,3.4099998,46.6,28.4,1
1187.4,7.082720310487434,14.209987554723346,1.5178979370025558,42.841924709672405,10.089468128437096,0.40312214252663264,11.6,3.4299998,50.6,22.5,0
802.0,6.17713705490222,13.118482608887694,0.6509514013016336,26.675781786785365,8.596052767804835,-0.1006542726739148,16.0,3.08,48.7,27.3,0
851.5,8.715943819831573,12.821309270078961,0.7960567218283501,50.59370094769188,11.107318545903732,-2.4348086598200807,10.2,3.05,47.6,28.2,1
782.3,8.853312858748565,12.777291336253672,0.8598218778732496,8.992016016128924,-8.453135996145908,-0.6838647372302223,14.1,3.83,46.6,18.4,1
762.2,7.490740162487303,12.838277745709728,1.4359134512726404,54.777913905149966,18.981683356496795,1.7999934788982865,18.2,3.1100001,47.5,20.4,1
1062.4,7.786222981835058,13.047980212226573,1.4276077922079888,58.1464234403342,14.660188651777215,2.2471393922244576,13.9,4.13,49.7,22.7,1
